Pressure,Flow Rate,Temperature,Consumption Level,Material Type,Age,Maintenance History,Leak
51.07,24.83,25.84,296.32,PVC,12,Average,0
78.75,40.19,15.6,377.76,Cast Iron,4,Average,0
64.42,11.49,23.22,410.16,Cast Iron,4,Average,0
49.97,65.62,20.89,572.44,Cast Iron,38,Average,1
26.74,33.1,28.88,923.96,Cast Iron,43,Poor,1
33.68,31.3,29.4,486.13,Copper,38,Poor,1
53.9,15.94,9.57,407.59,Steel,8,Good,0
53.88,74.79,32.03,710.06,PVC,37,Poor,1
76.49,37.39,20.89,267.31,PVC,13,Average,0
64.32,41.35,22.98,393.9,HDPE,5,Good,0
79.34,25.19,30.48,455.02,Steel,9,Average,0
40.29,32.08,7.66,198.84,Steel,1,Average,0
68.99,44.3,8.06,56.09,Steel,3,Good,0
40.33,45.6,16.96,62.5,Copper,11,Average,0
31.96,91.77,32.66,269.0,Steel,41,Poor,1
30.7,28.46,31.7,247.82,PVC,40,Average,1
38.27,19.99,19.86,465.55,Cast Iron,12,Average,0
51.28,6.64,5.13,300.27,Copper,26,Good,0
39.68,39.02,17.47,194.27,Cast Iron,17,Good,0
70.76,7.83,17.95,231.14,Copper,29,Good,0
45.2,40.81,12.59,438.89,Cast Iron,19,Good,0
62.37,34.85,31.11,164.15,HDPE,22,Good,0
68.88,7.54,6.2,465.31,PVC,8,Good,0
57.36,21.46,12.99,562.47,HDPE,16,Average,1
44.84,66.83,31.67,622.02,Copper,22,Poor,1
39.03,46.12,18.36,861.14,HDPE,22,Average,1
40.1,26.53,7.47,462.33,PVC,13,Good,0
31.71,84.14,6.43,434.59,HDPE,19,Average,1
49.9,37.56,30.24,330.22,Cast Iron,4,Average,0
37.19,47.07,20.99,368.9,Cast Iron,22,Average,0
48.36,95.12,25.92,993.77,Steel,28,Average,1
31.64,52.41,15.14,792.09,Copper,19,Average,1
47.23,57.72,29.8,794.65,Cast Iron,15,Average,1
25.57,74.37,26.19,647.39,Steel,13,Average,1
41.74,77.63,17.34,618.0,PVC,43,Poor,1
60.84,37.96,33.95,335.7,Steel,24,Average,0
20.78,98.43,6.19,264.8,Cast Iron,34,Poor,1
74.71,39.86,33.15,331.97,Cast Iron,26,Average,0
44.14,78.24,32.3,611.07,Steel,26,Average,1
24.35,79.44,9.59,667.65,Cast Iron,31,Average,1
41.03,25.07,16.46,136.77,HDPE,26,Average,0
49.3,38.89,7.25,885.48,HDPE,10,Poor,1
30.54,73.18,14.25,680.38,HDPE,45,Poor,1
18.49,99.13,26.54,244.32,Copper,37,Average,1
34.03,14.02,10.79,293.5,Steel,25,Average,0
24.15,50.65,31.17,700.09,PVC,28,Poor,1
31.79,28.49,26.27,55.16,Cast Iron,5,Good,0
34.95,66.2,30.22,952.19,Steel,49,Average,1
24.46,63.53,21.06,224.17,Steel,12,Poor,1
27.63,95.71,14.77,417.06,PVC,10,Poor,1
59.02,66.88,28.25,645.18,Steel,47,Average,1
36.98,43.71,32.93,495.78,HDPE,48,Poor,1
42.09,89.96,22.04,519.74,Cast Iron,32,Average,1
74.13,31.27,18.68,155.35,PVC,17,Average,0
22.85,43.71,7.16,698.8,Steel,29,Poor,1
55.72,23.7,19.77,141.41,Steel,30,Average,0
22.18,40.87,12.15,754.57,Cast Iron,33,Average,1
55.11,30.93,26.34,177.21,PVC,4,Average,0
55.24,20.8,25.54,455.93,PVC,29,Average,0
53.56,47.28,30.18,414.74,Copper,3,Average,0
37.23,62.89,19.54,917.09,Cast Iron,25,Poor,1
56.86,48.13,7.67,526.99,PVC,25,Poor,1
37.19,33.21,6.69,484.73,Cast Iron,17,Average,1
46.22,70.22,24.35,995.78,Copper,25,Average,1
10.56,39.31,6.11,579.66,HDPE,41,Poor,1
55.24,42.37,21.14,261.51,PVC,31,Average,1
38.0,74.15,34.28,324.1,Steel,33,Average,1
59.53,27.47,24.86,80.35,Steel,12,Good,0
76.61,49.87,11.81,486.3,Cast Iron,5,Average,0
52.67,52.18,6.52,772.72,Cast Iron,23,Average,1
37.45,54.21,5.91,351.47,Steel,23,Average,1
73.25,30.32,26.32,282.07,Cast Iron,18,Average,0
45.81,72.76,27.63,691.33,Steel,36,Poor,1
16.51,24.22,6.03,393.9,Cast Iron,16,Average,1
10.93,36.37,16.98,269.5,Cast Iron,38,Average,1
41.72,31.9,16.49,995.93,Copper,23,Poor,1
14.15,27.93,24.6,284.8,Steel,27,Poor,1
48.69,45.86,8.77,431.5,Copper,6,Good,0
54.37,18.34,26.08,471.16,PVC,18,Good,0
42.49,80.63,31.29,250.39,PVC,35,Poor,1
46.54,26.44,8.78,257.09,Steel,4,Average,0
19.62,99.36,15.5,764.53,PVC,14,Average,1
10.28,80.61,28.02,915.61,HDPE,21,Poor,1
17.4,26.1,25.24,780.73,Copper,27,Average,1
33.38,39.35,24.27,249.76,Cast Iron,18,Good,0
14.32,71.21,13.82,870.69,Copper,36,Average,1
40.4,16.07,16.56,339.92,HDPE,8,Good,0
10.29,60.81,34.77,348.76,Copper,32,Average,1
31.2,40.04,29.73,243.79,Copper,16,Good,0
55.88,49.96,16.87,690.67,PVC,23,Poor,1
38.51,62.02,11.18,487.41,Steel,46,Poor,1
68.58,22.53,16.14,466.45,Steel,10,Average,0
53.18,35.57,14.9,439.21,Steel,17,Average,0
50.94,97.97,34.67,898.44,PVC,43,Average,1
58.35,56.67,28.11,758.94,PVC,38,Poor,1
41.78,49.59,22.77,82.53,Steel,21,Average,0
36.32,47.5,15.29,362.24,HDPE,5,Good,0
43.4,47.42,31.86,359.71,PVC,35,Poor,1
13.26,86.57,23.93,962.14,Steel,17,Poor,1
42.16,40.22,15.78,470.97,Steel,29,Average,0
51.74,56.56,24.53,997.25,PVC,43,Average,1
45.7,22.24,34.67,103.48,HDPE,29,Good,0
31.97,42.71,24.94,181.99,Cast Iron,7,Good,0
40.13,9.76,29.45,448.85,HDPE,22,Average,0
66.16,39.04,13.38,467.74,Copper,17,Average,0
59.91,55.82,14.03,287.69,PVC,23,Poor,1
63.53,47.43,33.54,324.57,PVC,25,Average,0
47.68,92.6,29.33,219.29,Cast Iron,46,Average,1
56.59,57.53,24.51,937.3,Cast Iron,15,Poor,1
21.11,53.52,19.05,805.03,Cast Iron,22,Poor,1
44.52,44.24,29.2,154.04,Steel,14,Average,0
28.47,37.91,33.22,254.05,Steel,24,Poor,1
51.41,91.96,18.82,707.34,HDPE,28,Average,1
44.85,76.7,24.33,526.25,Steel,10,Average,1
63.5,47.5,8.7,291.65,Steel,14,Average,0
34.5,96.49,27.36,641.74,PVC,24,Poor,1
57.34,17.7,28.54,433.21,Cast Iron,26,Good,0
74.91,37.58,30.92,177.9,PVC,28,Good,0
15.34,89.05,15.82,570.66,Steel,20,Poor,1
63.35,25.16,20.29,208.01,Steel,26,Average,0
35.1,22.13,32.85,488.96,Copper,7,Good,0
60.56,39.31,31.55,491.45,Copper,1,Good,0
76.05,8.2,31.78,418.02,Cast Iron,8,Average,0
74.98,40.01,34.86,72.02,Copper,11,Average,0
57.43,21.71,13.94,203.52,PVC,28,Average,0
49.82,23.31,27.13,221.62,Cast Iron,21,Poor,1
40.54,5.17,26.77,367.82,Copper,17,Good,0
18.04,51.86,34.19,213.74,PVC,22,Poor,1
17.08,85.32,30.83,513.64,PVC,29,Average,1
31.34,68.83,29.81,245.6,PVC,18,Poor,1
77.53,40.36,14.89,70.16,Steel,22,Average,0
76.7,11.05,23.58,414.66,Steel,6,Average,0
65.4,43.26,28.24,350.3,HDPE,8,Good,0
64.27,39.09,11.19,467.52,Cast Iron,22,Average,0
68.74,44.99,18.69,150.62,Cast Iron,24,Average,0
63.2,11.61,21.79,466.15,HDPE,14,Good,0
63.98,26.21,27.28,116.34,Copper,13,Good,0
22.22,70.82,19.22,827.39,Cast Iron,31,Poor,1
32.99,33.75,5.77,236.44,Cast Iron,5,Average,0
52.25,45.04,26.83,184.51,HDPE,4,Good,0
76.08,6.93,8.71,341.86,HDPE,29,Good,0
10.24,94.2,11.95,214.34,Cast Iron,39,Average,1
21.52,62.71,17.35,261.78,Copper,32,Average,1
38.9,31.38,7.65,871.37,Copper,19,Average,1
45.82,70.93,18.22,569.24,HDPE,19,Average,1
20.7,65.8,12.73,444.89,Cast Iron,15,Average,1
19.7,99.67,12.45,580.63,Steel,21,Poor,1
62.27,17.97,31.22,475.92,PVC,11,Average,0
12.02,40.02,6.99,537.96,HDPE,48,Average,1
18.73,44.77,10.38,824.0,Cast Iron,13,Poor,1
36.08,46.51,25.88,425.22,Cast Iron,44,Poor,1
40.43,99.25,15.87,677.55,Copper,32,Average,1
46.69,25.82,16.18,367.91,Cast Iron,3,Average,0
18.36,76.51,17.58,771.93,Copper,31,Average,1
10.13,87.98,33.63,725.26,Steel,21,Average,1
47.54,19.55,31.62,339.44,Steel,24,Average,0
45.74,26.41,29.09,438.81,Copper,27,Poor,1
49.39,22.5,24.65,780.08,Copper,17,Poor,1
73.32,8.8,10.29,274.31,Steel,15,Good,0
49.63,48.87,31.44,358.59,PVC,21,Good,0
55.52,80.1,8.46,398.95,Cast Iron,18,Poor,1
69.46,31.95,20.59,179.3,Cast Iron,4,Average,0
74.01,32.05,13.62,493.83,PVC,26,Good,0
47.5,41.84,32.59,400.96,PVC,21,Average,0
36.33,23.21,9.11,119.64,Copper,25,Average,0
76.07,31.87,16.29,360.2,Copper,6,Average,0
25.61,45.74,23.54,760.49,Steel,47,Average,1
53.73,37.26,24.67,389.61,PVC,24,Average,0
75.79,22.15,10.13,51.31,PVC,19,Good,0
57.74,21.61,22.11,337.17,Cast Iron,38,Poor,1
54.6,48.16,20.52,90.27,PVC,8,Average,0
16.35,88.01,15.73,989.8,PVC,28,Average,1
50.79,69.21,18.19,923.3,Copper,25,Average,1
46.28,27.75,13.11,72.47,HDPE,13,Good,0
55.76,22.53,24.97,472.25,HDPE,22,Average,1
50.5,49.61,33.96,65.97,PVC,13,Good,0
74.9,22.0,23.89,451.37,Steel,11,Good,0
55.17,21.15,15.0,250.68,HDPE,8,Average,0
53.42,12.12,17.81,180.28,Steel,14,Average,0
50.38,31.41,28.58,838.86,HDPE,26,Average,1
41.51,24.4,12.81,894.04,Copper,16,Average,1
43.84,31.94,7.45,295.5,Copper,20,Average,0
47.88,48.86,16.47,466.05,Copper,19,Average,1
34.05,55.14,30.12,288.35,Cast Iron,34,Average,1
25.61,66.02,14.06,954.52,HDPE,43,Average,1
76.36,10.26,21.92,167.1,Cast Iron,30,Good,0
60.65,26.76,18.27,409.87,PVC,17,Average,0
53.87,23.33,15.22,406.05,PVC,35,Poor,1
55.29,27.55,29.61,476.07,PVC,35,Poor,1
30.43,90.31,25.76,636.59,PVC,12,Poor,1
38.26,11.73,17.35,304.05,PVC,6,Average,0
47.04,23.96,14.57,363.85,PVC,5,Average,0
38.97,62.9,29.52,860.57,Copper,25,Poor,1
25.95,31.22,27.89,602.4,Copper,24,Poor,1
11.33,42.3,20.84,474.34,HDPE,34,Poor,1
49.72,91.37,5.2,875.22,Copper,18,Poor,1
45.07,32.52,15.23,160.37,Steel,19,Average,0
76.95,44.79,32.88,149.38,PVC,13,Average,0
65.85,17.82,21.62,376.99,Copper,9,Good,0
51.41,49.82,7.69,203.09,Cast Iron,4,Average,0
76.83,13.47,32.13,492.28,Copper,9,Good,0
71.51,22.36,22.04,74.56,Copper,8,Good,0
47.92,31.03,24.52,249.57,PVC,28,Good,0
30.79,40.88,30.68,240.63,Steel,23,Average,0
22.84,83.24,25.14,899.3,HDPE,19,Poor,1
21.83,48.22,9.44,402.33,Copper,11,Average,1
30.83,78.66,6.87,248.25,Steel,39,Average,1
45.91,22.76,32.54,589.58,PVC,21,Average,1
25.2,93.35,20.3,534.4,Copper,26,Average,1
17.19,85.41,21.3,873.82,HDPE,20,Average,1
68.09,37.91,27.93,196.14,Copper,4,Good,0
51.6,26.74,34.61,149.08,Cast Iron,20,Average,0
28.49,71.43,29.77,598.16,Cast Iron,31,Average,1
27.93,23.01,14.69,358.12,Steel,25,Average,1
51.61,75.75,19.82,275.04,PVC,34,Poor,1
63.11,28.1,28.97,331.23,Cast Iron,18,Good,0
40.14,28.21,32.13,294.15,Cast Iron,9,Good,0
28.17,20.03,11.31,977.09,Copper,13,Average,1
37.91,82.55,12.4,978.09,Steel,48,Poor,1
34.75,6.31,22.99,277.54,HDPE,15,Average,0
57.78,64.5,28.52,514.49,PVC,17,Poor,1
51.86,43.75,11.5,127.19,PVC,27,Good,0
74.22,9.61,9.65,440.83,Copper,2,Average,0
24.5,44.33,16.33,715.6,Cast Iron,24,Average,1
33.44,96.07,10.35,865.27,Copper,19,Poor,1
66.35,21.01,13.33,469.08,Cast Iron,27,Good,0
40.03,17.95,16.4,453.69,Steel,7,Average,0
12.4,73.62,32.52,793.6,PVC,25,Poor,1
22.39,34.67,24.16,380.45,Copper,21,Average,1
14.02,71.24,7.3,731.18,HDPE,25,Poor,1
75.46,23.01,17.01,296.93,HDPE,15,Average,0
38.07,9.47,33.53,159.32,PVC,24,Average,0
21.84,76.57,9.13,327.35,Copper,21,Average,1
25.33,77.45,25.69,453.94,Copper,29,Average,1
15.22,59.32,27.69,979.39,Steel,27,Poor,1
38.84,26.73,30.64,373.26,Cast Iron,12,Average,0
11.72,32.65,18.03,966.2,Steel,16,Average,1
35.38,13.63,31.77,491.17,HDPE,17,Good,0
20.06,64.12,16.49,944.4,Cast Iron,21,Poor,1
45.94,90.87,16.65,626.81,Steel,10,Average,1
35.17,29.42,32.67,122.3,Steel,11,Good,0
51.3,29.95,12.31,159.39,HDPE,25,Good,0
52.71,54.27,6.32,923.31,Copper,39,Poor,1
65.16,32.98,13.9,249.84,PVC,14,Good,0
21.59,74.05,24.02,584.22,Cast Iron,29,Poor,1
60.45,39.72,25.49,80.25,Steel,28,Average,0
21.7,52.58,25.66,491.6,HDPE,20,Poor,1
20.86,76.44,25.54,888.62,Copper,39,Poor,1
10.19,98.49,24.08,416.53,Steel,18,Average,1
35.7,25.3,7.01,995.98,Cast Iron,10,Poor,1
52.69,40.08,19.57,50.33,Steel,11,Average,0
39.45,44.65,18.18,176.08,Cast Iron,23,Average,0
45.33,49.18,22.49,355.23,Cast Iron,11,Good,0
37.23,32.57,30.64,649.64,Copper,31,Poor,1
68.02,24.53,23.87,86.71,Copper,24,Average,0
53.01,48.55,28.81,770.67,PVC,35,Poor,1
45.43,36.6,10.8,780.63,Copper,25,Average,1
52.75,58.61,33.38,865.68,Copper,33,Poor,1
36.05,76.46,33.66,832.42,Cast Iron,49,Poor,1
55.05,35.89,5.36,130.26,Steel,5,Good,0
62.98,43.88,26.91,99.82,Copper,1,Good,0
52.25,99.48,27.07,797.4,Copper,43,Poor,1
27.47,32.97,18.34,212.05,Cast Iron,13,Average,1
47.93,39.53,34.98,560.86,Copper,40,Average,1
16.41,36.96,22.99,575.09,PVC,43,Average,1
67.85,8.76,33.13,203.87,PVC,20,Good,0
38.41,28.18,11.07,172.19,Cast Iron,17,Average,0
50.23,27.5,16.72,770.43,Steel,38,Poor,1
53.07,42.18,21.78,891.25,Cast Iron,48,Poor,1
44.19,8.93,13.19,329.47,Cast Iron,26,Good,0
30.56,23.3,15.1,105.42,HDPE,7,Good,0
43.7,66.21,24.83,583.66,Cast Iron,25,Average,1
55.96,40.5,18.81,698.14,Cast Iron,43,Average,1
63.74,36.5,14.29,290.08,HDPE,12,Good,0
51.62,15.15,26.79,280.58,Cast Iron,9,Good,0
41.87,27.28,8.61,497.54,PVC,28,Good,0
57.7,14.89,33.0,249.56,Steel,22,Average,0
78.79,14.44,19.01,55.72,HDPE,9,Good,0
47.89,92.73,23.3,608.58,Cast Iron,18,Average,1
50.96,26.94,14.8,850.04,Copper,29,Poor,1
38.59,23.28,16.79,394.49,Copper,18,Good,0
41.96,41.89,24.7,303.24,HDPE,23,Good,0
57.66,23.87,29.54,409.81,Steel,1,Good,0
14.29,95.45,31.82,913.79,Copper,43,Average,1
19.43,23.28,18.18,305.49,Steel,10,Poor,1
71.5,14.45,10.93,302.34,PVC,13,Average,0
26.92,47.0,10.29,228.52,PVC,44,Poor,1
24.66,51.5,7.64,693.79,Steel,37,Average,1
11.9,56.8,8.2,663.0,Steel,39,Poor,1
58.64,97.47,24.1,254.3,Cast Iron,39,Average,1
38.74,60.45,15.42,796.38,Copper,36,Poor,1
53.09,7.43,25.68,301.72,PVC,10,Average,0
36.66,54.96,15.53,240.98,HDPE,27,Average,1
56.32,36.75,24.32,326.45,PVC,30,Average,0
23.0,49.37,22.61,726.06,PVC,13,Poor,1
66.59,40.47,32.06,302.17,HDPE,5,Average,0
18.07,77.73,33.54,304.55,Copper,12,Average,1
46.71,44.11,23.73,415.71,PVC,16,Good,0
10.76,71.11,21.83,895.63,Copper,49,Average,1
32.98,48.11,19.98,291.97,PVC,29,Good,0
37.16,32.3,10.78,97.91,PVC,17,Good,0
55.11,34.87,21.29,531.83,Copper,22,Average,1
45.45,85.25,8.31,310.4,PVC,14,Poor,1
63.8,12.84,23.26,93.09,PVC,3,Good,0
14.64,22.9,30.13,467.17,Copper,26,Average,1
50.51,48.68,23.28,480.8,HDPE,2,Average,0
41.72,49.87,26.55,254.87,Cast Iron,14,Average,0
38.72,13.97,28.32,258.16,Cast Iron,4,Good,0
74.53,12.61,10.39,107.8,Cast Iron,26,Average,0
27.56,80.02,30.2,352.04,HDPE,45,Poor,1
35.1,22.33,12.36,356.97,Copper,24,Average,1
55.57,85.54,14.54,385.95,Steel,37,Poor,1
78.27,20.35,24.18,300.82,Cast Iron,16,Average,0
59.03,71.81,11.48,395.21,Steel,20,Poor,1
74.58,32.98,7.38,167.51,PVC,16,Average,0
65.43,32.58,7.26,432.89,Steel,1,Good,0
46.46,45.61,28.53,484.12,HDPE,6,Good,0
62.33,22.27,21.39,140.69,Copper,25,Average,0
11.86,64.57,5.59,564.57,Steel,29,Poor,1
29.09,89.48,29.6,686.53,HDPE,18,Average,1
31.3,36.71,27.33,165.52,PVC,4,Average,0
29.94,45.69,29.51,608.37,Steel,16,Average,1
32.84,60.63,29.55,537.41,Copper,26,Average,1
34.65,7.45,24.78,419.79,Copper,3,Good,0
77.73,18.67,32.46,70.88,Copper,26,Good,0
37.76,71.77,32.55,986.77,Steel,48,Average,1
56.74,58.73,25.97,325.21,PVC,36,Poor,1
46.41,87.93,18.35,576.7,Cast Iron,19,Average,1
54.44,23.24,18.22,336.64,PVC,49,Average,1
34.82,22.74,28.08,465.8,Copper,14,Average,0
54.74,33.27,15.04,294.48,HDPE,8,Average,0
48.43,25.76,23.37,202.2,Steel,19,Good,0
45.69,25.68,30.11,701.74,HDPE,19,Average,1
58.94,96.19,31.51,912.91,HDPE,14,Poor,1
53.23,66.56,20.18,574.66,Steel,36,Poor,1
50.42,5.17,12.47,476.53,Steel,9,Average,0
66.47,20.6,30.96,133.4,Copper,23,Average,0
32.41,53.55,14.35,398.72,Copper,39,Poor,1
48.23,35.27,6.61,343.44,Copper,17,Poor,1
36.75,37.68,15.64,544.27,HDPE,49,Average,1
18.24,99.88,13.01,248.79,Cast Iron,22,Average,1
53.8,5.39,27.39,373.61,Steel,29,Average,0
20.28,27.36,9.97,524.44,HDPE,17,Poor,1
35.05,92.48,12.97,910.69,Cast Iron,23,Poor,1
19.45,59.93,16.03,713.04,HDPE,30,Average,1
48.6,10.78,10.06,210.81,PVC,19,Average,0
66.23,43.05,19.11,298.81,PVC,23,Average,0
30.9,42.09,28.64,231.28,Cast Iron,24,Average,0
78.22,31.02,16.36,91.59,Copper,19,Average,0
55.0,92.41,26.23,771.76,Steel,41,Poor,1
35.24,42.33,12.89,161.05,Copper,22,Average,0
24.41,23.41,7.42,638.64,Cast Iron,19,Poor,1
25.99,80.5,23.28,526.56,Steel,39,Poor,1
26.36,95.67,20.61,598.55,Cast Iron,18,Poor,1
69.3,15.08,30.37,288.18,HDPE,22,Good,0
34.76,43.32,11.37,90.97,Copper,23,Good,0
76.03,45.82,25.17,330.25,Cast Iron,15,Good,0
50.82,60.88,29.23,966.4,Copper,23,Average,1
26.44,73.8,12.22,811.35,HDPE,25,Average,1
39.69,17.19,20.03,499.77,PVC,20,Good,0
53.75,39.42,23.44,434.78,Steel,27,Good,0
35.28,49.36,13.47,359.47,HDPE,23,Good,0
42.3,42.6,24.07,424.05,Cast Iron,31,Average,1
26.06,27.15,32.8,452.99,Cast Iron,18,Average,1
58.76,22.98,30.29,644.6,Cast Iron,30,Average,1
45.43,97.72,22.12,946.75,PVC,12,Poor,1
37.75,81.93,34.08,408.8,Cast Iron,31,Average,1
18.28,63.96,5.27,388.97,PVC,18,Poor,1
48.91,69.82,31.56,460.04,HDPE,34,Poor,1
45.67,91.58,6.87,611.42,PVC,18,Poor,1
70.91,17.75,21.64,72.78,Steel,7,Good,0
44.32,37.91,30.16,380.55,Copper,50,Poor,1
70.51,11.44,29.64,107.28,Copper,20,Average,0
15.64,93.57,9.42,701.89,Copper,36,Poor,1
35.83,45.82,30.88,426.93,Cast Iron,21,Good,0
68.92,25.35,32.28,370.89,PVC,25,Good,0
39.53,22.81,19.75,349.22,HDPE,8,Good,0
47.63,36.48,17.2,364.51,HDPE,35,Poor,1
47.34,89.11,5.29,510.36,PVC,16,Average,1
55.78,21.11,31.56,293.54,Copper,14,Poor,1
21.19,39.42,19.65,565.42,Steel,46,Average,1
44.17,24.01,19.0,393.81,HDPE,18,Average,0
43.12,33.54,22.11,84.4,Copper,12,Good,0
75.57,36.02,31.83,306.68,Copper,8,Good,0
45.96,8.37,16.44,447.04,Cast Iron,16,Good,0
79.98,18.84,9.3,224.6,Copper,16,Good,0
42.69,12.92,9.37,464.74,HDPE,15,Good,0
53.1,91.73,20.98,536.67,Cast Iron,10,Poor,1
38.76,13.42,14.59,295.07,PVC,21,Good,0
34.02,27.24,15.76,384.96,Cast Iron,27,Good,0
32.46,45.72,11.88,842.43,PVC,11,Poor,1
47.86,97.43,33.34,934.61,Copper,37,Poor,1
40.06,13.97,30.06,287.93,HDPE,18,Good,0
44.29,81.59,19.03,455.65,Steel,48,Average,1
45.7,80.57,5.14,875.08,Copper,26,Poor,1
17.74,86.98,26.87,867.88,HDPE,42,Average,1
17.94,90.63,12.23,326.93,Steel,39,Average,1
50.61,85.23,23.81,969.89,HDPE,30,Poor,1
17.23,25.2,12.67,745.17,Cast Iron,10,Average,1
28.26,46.53,8.47,996.09,Cast Iron,34,Average,1
74.0,49.17,5.26,445.43,PVC,12,Good,0
57.97,67.66,11.76,406.36,Steel,20,Poor,1
27.55,94.39,30.02,532.63,HDPE,13,Poor,1
48.13,42.5,22.13,905.13,Cast Iron,27,Poor,1
42.59,15.21,17.97,160.35,HDPE,8,Good,0
17.59,39.01,10.43,830.74,Steel,37,Poor,1
29.38,84.66,21.62,620.46,Copper,12,Poor,1
33.95,79.87,33.68,455.03,Copper,43,Poor,1
32.46,52.15,12.23,514.71,PVC,12,Average,1
67.48,40.96,17.17,321.18,PVC,9,Good,0
10.17,85.77,24.36,238.04,PVC,39,Average,1
37.2,39.75,14.46,374.23,Cast Iron,4,Average,0
12.45,85.54,21.51,650.2,Steel,31,Average,1
43.32,28.99,14.03,881.06,Steel,18,Poor,1
50.67,23.2,20.22,302.4,Copper,23,Good,0
50.31,43.01,11.42,246.69,Cast Iron,30,Average,0
46.28,25.35,24.47,491.57,HDPE,11,Average,0
41.98,41.27,22.81,262.67,HDPE,8,Average,0
28.36,54.53,25.84,803.27,PVC,41,Poor,1
43.43,47.58,19.76,367.1,Copper,20,Good,0
46.53,71.53,5.77,696.66,Steel,20,Poor,1
24.04,22.93,22.36,573.15,Copper,11,Poor,1
17.78,23.33,16.87,284.86,Steel,11,Poor,1
74.69,13.63,24.26,284.55,PVC,13,Good,0
22.75,57.83,24.23,886.97,Copper,20,Poor,1
69.6,17.82,9.62,175.33,PVC,24,Good,0
57.08,32.92,31.6,60.78,PVC,16,Good,0
46.09,40.52,24.48,180.04,Copper,21,Good,0
50.87,80.88,14.14,674.02,PVC,21,Poor,1
27.82,86.66,5.49,582.35,Steel,20,Poor,1
57.69,92.36,7.94,849.66,PVC,10,Average,1
33.96,31.17,34.41,774.98,HDPE,39,Average,1
45.03,16.01,25.71,499.18,HDPE,20,Average,0
50.9,21.36,10.69,185.65,HDPE,10,Average,0
75.43,18.98,27.65,200.97,Copper,20,Good,0
35.45,21.38,12.31,639.78,PVC,28,Poor,1
41.71,20.77,22.71,56.85,PVC,6,Good,0
50.85,10.69,12.11,455.81,Steel,30,Good,0
41.87,28.84,29.06,359.67,PVC,22,Good,0
43.73,37.87,19.4,169.97,PVC,15,Good,0
37.39,97.41,5.47,662.14,HDPE,22,Average,1
22.15,81.62,18.67,363.11,Copper,14,Poor,1
36.52,21.51,28.03,466.12,PVC,25,Average,0
57.83,30.52,17.62,531.69,Cast Iron,29,Average,1
32.12,58.79,11.47,290.31,Steel,21,Poor,1
45.75,56.72,34.95,572.53,PVC,15,Poor,1
45.61,83.54,21.2,261.38,PVC,30,Poor,1
32.02,42.54,13.05,182.27,Cast Iron,15,Good,0
38.8,49.96,11.7,84.4,Cast Iron,27,Average,0
52.16,24.72,31.64,265.61,PVC,12,Good,0
61.04,28.14,30.15,260.1,PVC,26,Good,0
35.21,43.2,33.32,98.04,Steel,3,Average,0
45.29,17.62,23.83,119.21,HDPE,5,Good,0
54.57,37.76,16.67,274.56,Cast Iron,21,Good,0
22.41,75.41,34.33,880.48,Steel,22,Average,1
16.42,64.57,5.9,355.71,Steel,42,Poor,1
63.41,38.78,18.14,237.02,Steel,14,Good,0
14.2,60.19,19.99,445.28,Steel,24,Average,1
61.67,31.19,8.45,82.21,Steel,19,Good,0
39.89,14.3,28.6,178.92,PVC,3,Good,0
36.25,13.09,25.98,191.23,Copper,26,Average,0
34.13,11.59,20.49,285.77,Steel,1,Good,0
47.41,89.57,17.21,534.84,Steel,27,Average,1
45.14,72.43,11.94,272.69,PVC,26,Poor,1
70.17,49.29,32.82,300.69,HDPE,28,Good,0
61.48,13.28,26.21,105.72,HDPE,4,Good,0
57.27,96.18,16.93,766.59,Cast Iron,24,Average,1
30.9,34.6,12.36,181.79,HDPE,25,Average,0
44.36,21.74,31.91,384.23,PVC,13,Poor,1
55.2,71.74,24.77,734.79,Copper,19,Poor,1
60.16,13.94,34.97,364.45,Steel,1,Good,0
64.39,37.56,22.09,341.03,Steel,18,Average,0
66.01,24.47,17.86,164.43,PVC,1,Good,0
35.58,51.4,15.36,231.88,Steel,45,Poor,1
71.28,34.07,26.72,174.6,HDPE,28,Good,0
55.61,20.24,24.9,292.3,HDPE,12,Good,0
71.08,17.85,11.4,203.67,PVC,17,Average,0
30.7,33.86,15.09,172.84,Copper,3,Good,0
31.35,63.89,6.64,755.94,Copper,34,Poor,1
41.55,78.45,10.31,365.47,Cast Iron,31,Average,1
25.81,71.96,31.98,880.65,Copper,29,Average,1
71.8,27.42,12.28,290.13,HDPE,8,Average,0
47.77,57.41,26.63,877.49,Copper,15,Average,1
58.59,82.88,28.81,466.74,PVC,12,Poor,1
43.1,44.38,30.5,161.32,Steel,30,Good,0
70.84,47.02,30.26,445.61,Steel,1,Good,0
54.01,39.87,27.88,214.51,Steel,13,Average,1
15.58,51.16,16.75,332.65,Copper,39,Poor,1
13.05,25.31,6.9,497.43,HDPE,18,Poor,1
40.83,18.57,18.13,484.45,Cast Iron,26,Average,0
26.52,26.86,10.9,759.49,HDPE,24,Poor,1
52.83,20.94,33.48,350.18,HDPE,12,Average,0
37.15,86.27,13.82,351.16,Steel,45,Average,1
18.96,49.01,28.95,412.58,Steel,40,Average,1
51.24,11.12,16.21,312.0,HDPE,14,Good,0
30.87,26.28,32.0,386.17,PVC,18,Average,0
23.0,87.97,30.84,391.63,HDPE,20,Average,1
